Sentiment,Tweets
0,@kisswithatear lols  scared are we?
0,@justis likewise 
0,@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 
1,bad papa is like lowkey boring but i still watcj it what is wrong with me
0,@faceman101 *face/palm* Is that the name of the sequel to face/off? Sounds interesting! 
0,is impressed to be slightly ahead of the Gadget Show 
1,why do i go out during the week i hate myself
0,"@socalgurl83 LOL nice, thanks for translating "
1,"bipolar depression which consist in different high and low levels of happiness and sadness combined with a deep anxiety and suicide thoughts 
i wish i could stop overthinking about what i can should and will do focus more on my career in music than i on peoples opinion"
1,my mom never understand me i donâ€™t even want to be here and she doesnâ€™t get that i tell her all the time i rather be dead then to deal with any of this
0,Looking for ways to promote www.PolarisRentals.com and also looking for products to promote to our members. Hi everyone! 
0,"Holy he'll, just had an epic Aporto burger with epic amounts of chilli sauce "
1, at i was going through a wild existential crisis and wanted to die what goes on
1,"kakashi what would you do if i told you i wanted to die
sakura naruto you need to eat your vegetables ur only eating meat
nart sasuke is only eating meat
sakura sasuke can do what he wants
sasuke tsk"
0,eating ice cream 
1,maj i also feel that they were not supposed to be killed but since well that they were shooting they definitely wanted to die actually they like to shoot
0,@therealsavannah  dream - miley cyrus? YEAH!! amazing 
0,@foodphilosophy I know what you mean. You can look at bounce backs then send email to yahoo &amp; so on... They will clear your URL. 
1,iâ€™m on the verge of wanting to kill myself lmfaoooo
1, you the man! i did that during andrew in long days i guess not too many of us out there doing e-comms anymore everyone went to cell phones not even a repeater here were i live dead zone lost art
0,"@RacingHippo lmao, they do have some rather impressive examples "
0,I am going to have to stop using &quot;Comcastic&quot; to mean bad things! The Comcast reps on twitter and the local office have been fantastic. 
0,"awake, gotten the kids to kindergarten and starting to program, yet again "
0,I hate deadlines. So why am I majoring in broadcast to be an anchorwoman who will have multiple daily deadlines? I HAVE NO IDEA! 
0,"@karanbir Excuse me? 3 yrs ago you were all over Subway's nuts  Indian Restaurant, cuz all these years I still haven't been to one."
0,@TheEngTeacher yes I believe I do. I am certain your hubby would know it more though 
0,EXCITING! Suppose to be 75 degrees out tomorrow! YEAH!!!!  
1,i hate myself
0,@mswilliamsmusic I'm chilling. God blessed me w/ another day so how can I NOT smile u know? Goodnight! Hope 2 talk 2 u again soon 
1, someone please tell me whatâ€™s wrong with being a nationalist! everyone should be a nationalist is it only appropriate to be a nationalist during the olympics
0,"@vulcanella Awesome. I &lt;3 CCC  It's very easy,so I'll bet you go fine with it"
1,the most important roll of my characters life a fail would have been insta-death thank you for these wonderful dice!!! 
1,its very strange for me that people will be rude cross boundaries and then be the first ones to leave your life when youve had enough then hate you for not being there when they want to reconcile once you walk out stay gone thle! kanti what is this life
0,Fun sight: A biker got sandwiched bettwen two cars in high speed..Did he die?NO! he just stod up with his sigaret still firm in his moth! 
1," 

tucker to your point on english language 

the link below ann coulter debates ana kasparian 

coulter cites congressional testimony from blacks living in la who are denied jobs at mcdonalds and other retail outlets because they dont speak spanish"
1,i donâ€™t want to eat turkey for thanksgiving anymore this year iâ€™ll try again next year when iâ€™ve forgotten all about this 
1,i legitimately dont know if im gonna make it through this shift without passing out i wish i knew what the hell is wrong with me
1,im going to try to be different than my parents i cant get down with that type of lifestyle anymore im sad & alone but i gotta be strong idk what the future holds and im unsure if i want to be around for it honestly but i gotta make myself a better me even if i dont wanna
0,@phillyan man ur picture is so small on my phone... I can't tell fropm that...give me a hint 
0,i love my grandma 
1,"mj no ones belittling them lots of kids struggle with depression and thoughts of suicide pressuring them to identify ""trans"" doesnt help its like youre trying to use the most vulnerable kids as your bargaining chips"
1,he and his followers can call it whatever they want saving them from being hunted but at the end of the day heâ€™s illegally trafficking animals in unsafe environments to the animals
1, who is providing the logistics support we need to find out who it is so we can put an end to this
1,w ok so on this one issue you have no room to talk or bitch or complain she has gone out of her way to fight for it if you want to be pissed be pissed at harper and the bc government they put the roadblocks up she is trying to tear down
1,love how everything in my life is going well but i still manage to feel like the most useless worthless piece of shit on the planet love that
1,rough day my optimism and silver linings playbook hit a monster brick wall i just think of what my parents would do if i died itâ€™s weird thinking like this at but i have to i donâ€™t have any life insurance i donâ€™t want to die and i donâ€™t want live like this anymore
1,"horo said spice and wolf

i do not want to wake from my dream and discover that i am all alone i am tired of being alone! i do not want to be cold! i do not want to be lonely!"
0,@markjarvis oh goody. i just have to find a copy! 
1,when im domming someone i tell them to leave my bed room they do then i masturbate to a minute hentai ova from the s cum play tf on an endless match on turbine until am then i die of cardiac arrest in my sleep
0,"@AdamCSmith RE: your french word. sorry, but it looks like you're going to have to try harder...its down 11.5%  "
0,@lastlikelylad thanks for the shout out! 
1, the idea of giving these insurance companies the hyperinflated obamacare prices makes me want to die
0,motown is ALWAYS a good choice 
0,@LauralKGW It wouldn't be Easter in the Portland area if there wasn't rain.  I have 18 years of experience in it. 
0,In Leicester (again) for my driving test. Wish me luck 
0,@andrewdever The Laksa at the Happy Chef at the Pailou Centre on Dixon Street is the best  
0,"@ijansch that'll be the solution that spawns MySQL from inside Apache, making it almost impossible to secure via SELinux? "
0,"@leslie_nassar Hey, I didn't say I would eat them  aren't they like an inside-out pizza? Will my local Coles stock them? Important Q's."
0,"@Keris you can upload excel files, and share it with anyone you like "
0,@olimould Lewis 
1,if i donâ€™t lose pounds by today iâ€™m gonna kill myself
1, since i cannot read in europe could you explain me what is wrong with la fire
1, this! just saw a recipe for pumpkin mac and cheese and wanted to die
0,"@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!"
0,(Disclaimer: I'm a former employee of the AP) 
0,"Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?"
1,"this is what you want to see me right

lady you know how it feels me au

day and night all the time every day killing myself my lady you know

i lost my world somewhere you know where is it

i am dying all the day losing my patience down

can anyone just tell me who am i
â¤"
0,@LFTA ...And Prince - Erotic City (Feat. Shelia E) 
0,"playin some good ol' source, stayin up late, and enjoying spring break "
1,someone tweeted really graphic things about killing myself great i wanted to be reminded of my suicidal ideations i blocked them but itâ€™s still in my head
1," 
hello sir i hear that youre taking trans peoples rights away soon
im a fourteen year old trans boy and i just wanted to know if i could be safe
how many people are gonna try to hurt me when my rights are gone
will my family be safe
i dont want to die"
1,"im drowning
please save me

okay no one cares

because
im not worth it
nor being love"
0,"@typezero3: Awesome picture, dude. You and eBG have matching visors. "
1,how i feel when i wake up and donâ€™t die in my sleep 
0,"@gblock #mef C'mon, release it please! I spent all day without my dev computer. It's like a crack addict who can't find his dealer! "
1,whatâ€™s the point in living tbh
0,@jagusti Welcome back to sunnny Sheffield 
1,iâ€™ve got one and it is awesome 
0,@aikabelle LOL yeah at least if you're watching that stuff... Don't tell anybody 
0,@vuittonretarded  awww. Is there anything i can do 
0,@jashiu And stop this 'geek babble' 
0,zombies can be cute... in cupcake form... on a necklace   http://tinyurl.com/djbec4
0,Finally! I just created my WordPress Blog. There's already a blog up on the Seattle Coffee Community  ... http://tinyurl.com/c5uufd
1,keep you eyes open for phase two of the living seawall - due for installation october th at milsons point 
1,cause youre really ganna do it yep just literally in nuetral and ill die anyways if someone doesnt help me ill die anyways i need a partner but im just going to die anyways so im pretending its my choice so i can act like it was my choice the whole time
1,i want to fucking die i cant take this i cant fucking take anything i want to die and i dont want i swear on god i dont want anyone to care i want to leave earth guilt free 
0,@bloghamptons that was an great story.  I remember last year that someone did that at a starbucks and it kept going down the line 
0,@LadyErlynne posted on MTP. 
1,may & corbyn this is beyond diabolical itâ€™s simply criminal just stop it stop-it-now!! rescinda & call a peoplesvote youâ€™re dragging us all into a suicidal nightmare which will destroy us! not even fartage voted for this shitstorm! fbpe ofoc ffs 
1,i guess its the ending call thank you for the bad memories from them who feel angelic & pure sooner or later god will pay you cash with all the scars you left me ive no words to say because im just fed up & sad 
0,Flutter Takes Twitter MicroBlogging To The Next Level http://twurl.nl/jxynqm  lol
1,doyou want to die do you want to die do you want todie are you looking forward to it doyou serioudly are you ready to see god
0,"back at work, but happy because my colleague gave me some really good news "
1,honestly down with cis in a serious way if cis people werent in power i wouldnt be doing my usual escapism shit i always do when i hear bad news i would be living how i want to live without fear of ending up homeless jobless or even fucking dead i just want to live ffs
0,@prgh Well she's going into hospital this morning. (jumps up and down with excitement) 
1,"well that was fun back to another monthlong episode of ""kristen is definitely insane"" where i pretend everything is fine and not phased
at the feeling im stuck in a hole or drowning life is peachy! chin up! god is great! ok that last phrase is definite-- even so ðŸ¤¦â€â™€ï¸ðŸ’¯"
1,my friend is like constantly questioning me and putting me on the spot for advice and then getting mad when she doesnâ€™t like it like girl please understand iâ€™m drowning i canâ€™t be your lifeguard iâ€™m trying i really am iâ€™m just already so sad &unhappy i donâ€™t know what to do
0,repeating 'thats the point of twitter' many times 
0,I have worked out how to Integrate Twitter into a web page 
0,"@shanedawson nice meeting you, too  You should definitely come to whatever is going on Wednesday!"
0,"@billgates currently I am using beta version which I downloaded from microsoft's website. Its an awesome O/S, also ur new pic looks good. "
0,loving life... and loving you 
1,i hate my life sometimes 
0,"@paulfeig the internet blows my mind everyday, the way nothing else can! "
1,"is yoongi really still heartbroken over him its been a week since the conversation and they werent even-

""and what is that exactly"" jimin mutters

""tell him you dont want to be friends"" namjoon hisses ""cut ties finish this semester and dont see him anymore"
1,its not even pm and im already over fucking today guys if any of you have sys admins in your offices please just occasionally make a point of talking to them when dont actually want anything from them youd be surprised what a massive difference it can actually make 
1,just want to shout out luke and cal for rescuing older dogs from shelters dogs over usually stay in shelters until the die or are put down so
1,i wanna cuddle and fall asleep on someone ugh only my dreams that could only happen! i need make some friends just to cuddle and watch movies with nothing more
0,@souljaboytellem Good Nite Babe!!  
0,@KristineBam well maybe I can help make your life not suck tomorrow  good luck dear
1,police took away my friends or their life came to an end ðŸ’”
1,this agony will end the pain within that badly hurts will heal ill get through this even its tough you gonna see my heart smiling again someday ðŸ’•
0,tweetstats and wordle just amused me for half an hour. good times 
1,"pulled out sc to try and get back in shape for sc and holy shit am i bad lol

one main thing is i need a new stick which is fine because i didnt want to rely on my ps one anyway

someone please recommend me a ps stick i dont know where to look for one anymore"
1, can be incredibly overbearing in this day and age with young adults going missing all of the time simply letting her know that your alive and safe but not in the mood to chat might be enough to ward her off until youre ready to talk they usually just want to her our voices
0,@Honey3223 Lurkers now that was interesting 
1,im really annoyed right now every time i try to make something good and hope that itll go well without any issues my computer does something wrong and make my streams die i really need to buy a new computer asap sorry about this stream cya all on wednesday for next stream!
0,@dsiegel99 now if i could get to san diego the same night i could celebrate it twice lol thanks 
0,"Cant sleep, meditation, or yoga neither one helped. Its not like i wanna go to sleep, go just bored and sleep would fix that  Peace"
0,reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ
0,@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now 
0,kiraa&amp;i gunna go see BTB  @davetran you should uhh like follow me 
1,i canâ€™t sleep so iâ€™m gonna hate my life in hrs
1,"tired of depression
tired of being broken
tired of pleasing everyone
tired of caring
tired of being alone
tired of pretending
tired of faking a smile
tired of hoping
tired of crying
tired of everything"
1, we can put an end to the constant borage of identity and fear based politics by voting blue this election
1,hereforlgbtqs i make jokes about killing myself and then sit around wondering why no one wants to be around me 
1, every time u guys lose jim crow party u want change the system trump put supreme court judges in and democrats want to end it youll have another shot in in the mean time get some good policies stop the racist attacks im a hispanic immigrant i waited in line
1,my life is going to change when reddeadredemption comes out i donâ€™t know what iâ€™ll be like will i go outside again maybe probably actually red dead usually makes me want to go outside but iâ€™ll be on a virtual hiking trek for a few days
0,"@miss_tattoo I wish you could, too!  I'm hopin' to get that facetime!  gotta give him that scarf ASAP! should I go a day before or 2?!"
0,@susanstn it is more abt u r heart and where u want to go in Biz  As for love that is a different question LOL 
1,what if i donâ€™t want to try anymore 
0,Going to the toilet cause I have to take a leak for over an hour now. 
1,life is a marathon many times u r exhausted tired hungry your body hurts you feel pain you want to just quit never give up even if you have to drag yourself to finish line no matter what obstacles u face u will be much stronger and happy once u cross the finish line
0,http://twitpic.com/2y3z2 - need a twit pic asst. Any applicants? 
1, i have a shit ton of candles but with my luck id end up burning it all down ðŸ¤¦
0,Where are the easter eggs 
1,idk how to say no so now iâ€™m leaving the sub courtyard with pamphlets a pen from some dude trying to tell me about endangered bees and a sticker telling me to â€œstay freshâ€ and eat more local grown produceðŸ¤·ðŸ½â€â™‚ï¸
1,clay this has to happen! call your congressmansenators & demand immigration reform & news laws! a nation without borders will no longer be a nation! we canâ€™t allow illegals into this country! they want to harmkill us & take over our country! end it now! 
0,@TimNoonan  o.k... will retract coward comments 
0,Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 
0,tweeting from my brand new Sony PSP... just because I CAN!!  
0,@cravenjade That sounds like a step in the right direction. Keep us posted on how it goes. 
0,"@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 "
0,@190east ... hey... the weather is so good ... we have 20 degress and no clouds at the skys!!! 
1,people donâ€™t want me to be happy thatâ€™s it no more waiting to book theatre tickets for others back on my ones iâ€™m out here missing legends on stage kmt
0,@geo7 it wont be miserable for at least 2 weeks tho 
1,i really miss those days of being useless i just wanna relive a day of those which when i wake up i literally do nothing and never moves out of bed till i fall asleep back again!
1,"i want to die now
like
my gay ass forgot that we had a tiny tour in the library today and the cute girlâ„¢ wanted to text me bit couldnt find me in the geology group because i have my poor art as a profile pic just like the name special snowflake
fuf cjjxx+-$-yssy"
1,i donâ€™t want you to disappear all of sudden
1,by june i want to be in school & by july i wanna be moved ðŸ¤žðŸ½ i got so much to accomplish itâ€™s gone come so fast!
1,so ive been planning red dead redemption is going to be a major thing for me i def want to share it and i want to share it fast i will try my best to have a video every other day at least this will not affect my wwe vids
1, literally my room is full with them i cant live without them anymore because theyre kinda a save place for me same goes for reading or writing fanfics of them they just mean the world to me and the idea of living without them - not possible for me tbh
1," logreco joe haroon @hazo akeel this is problem with boxing these 
ppl lose 
theyre a meme
just give credit they tried
in life we all fail and we have to dust it off and carry on
what do you want ppl to do kill themselves when they fail or come up short 
shit happens"
0,i had such a wonderfull time out with Mela last night watching DGoody 1978 play Live Keys for Rap Group Self Tought  at Favela in Old St
1, my fault or not i still want my friends to be alive and happy
1,no more chill to see vp brainwash of fragile & vulnerable make-ups with perceptions of terrorist threats shake-ups as minds poisoned to point of evident break-ups as living in alteredâ€¦ 
1,rm is currently fueling my desire to continue to be a creator when i hear his music or watch his videos specifically today forever rain i want so badly to keep going and to not give up sounds sappy but sometimes you just gotta take what you can get
0,@shakn if you make samosas regularly 
1,hi if youre new here know that men are trash & i dont exist for your consumption im allowed to post my pics & do what the fuck i want on my own terms if you have an issue your mother didnt hug you enough & you were probably better off ending up in a crusty ass sock
0,Dang. Heroes and The Hills amazed me tonight!  off to do more studying!
0,Funny kid gives the evil look - Pretty damn funny  http://www.youtube.com/watch?v=o_U7TXqwCJc
1,"todays the first day of early voting in texas please put an end to this insanity
betofortexas "
1,early voting for me is all about leaving metal objects in my pockets for that hot deputy to find hes the reason im now considered a super voter
0,@MakeupTalk Yay! Following you too. Looking forward to your blog updates 
1,"give in let your guard down and surrender yourself to me i will give your life purpose and make it worth living ðŸ¤‘ðŸ¤‘

isnâ€™t that what you dream of
kik me queenjessica xðŸ’°ðŸ’°
findom loser walletdrain domme pup"
0,lol @ no one commenting on my posts.  i feel soooo loved
0,is starting her day of laundry and cleaning.. leaving for Bath in T-20 hours  alot to do! ok. Coloreds &amp; jeans first.. anyone got any?
0,"@Natlbug22 aww I'm sorry. Yeah, my work life is becoming... Intense... The sunshine is fabulous  missin you..."
1,why does everybody care what i do with my life why does someone always try to dictate whats best for me in the end it comes down to what makes me happy and what i wanna do with my life tired of people making me feel bad for the things i want to do & what makes me happy
1,watching making a murderer i know the dead girls family obviously care but why are they so keen on blaming them instead of finding out who killed her like id want the right person to be locked up if there is doubt about who did it id want to find out who did
1,this week someone from my former high school decided to take their own life like many others i didnâ€™t know him but this is how i feel about it and what people are saying
1,"as chairperson of i have decided to send an open video to to urge them to intervene in the saveourshepherd campaign and put an end to this nightmare for our fellow student shepherd machaya this is an unholy injustice lets undo it 
"
1,youâ€™re creepy but nice youâ€™re a serial killer but kind you write me death threats yet i would gladly frame them and hang them up my wall happy birthday may this year and the following ones bring you success and happiness that you deserve â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸ 
0,"@fartingpen ohh sarri... use sam, sax, sermone, shafi, shery "
0,Mmmmmm shower and cozy bed. Soooo nice after this long day 
1," i am a white person i try to treat everyone with the same respect they show me usually with better respect than they show me i just do not spend my life wallowing in guilt and crying ""woe is me"" pull yourself up and rise above it take responsibility for your own life"
1,literally had my first and only philosophy test last week and somehow i missed point questions yep i officially hate myself
0,in the photoshop 
0,@ijustine http://twitpic.com/1ff65 - I love ur top 
1,i needed to go pee really bad at target and there were not just one but two bitches in there taking a shit it smelled and the stall had no toilet paper and i wasnâ€™t fixing to ask these girls for some so i picked my pants up real fast and went to the next stall i wanted to die 
0,"@ThomasGudgeon really! awesome  just downloaded a mp3 track, trying that...."
1, i hear you toobeing abused myselfi hear you loud and clear i tried my best for to get the predator in a court of lawvery hard to prove historical abusehowever all will know that i did my best is like tht we dnt choose when we are kids whos in our hse
1,ã‚ã£åƒ•ã®ã“ã¨ã§ã™
0,@maxandcats there was an avvie of me but this is bunny week! my pic returns on Monday 
0,@xsophiejane malese answered my question on twitter! check it outt  on malese her twitter it's about youu !
1, this isnt about their right to exist as people its about their right to make up nonsense and have it officially recognized if they want to think theyre trans then they can think whatever they want we just dont have to officially recognize whatever they want to be
0,@helicon: that is opt-in DM invites! 
0,Is on Twiiterr  yaay. I dont know how to use it though. :/
0,@teknetia thanks!! 
1,the point is living in harmony with those different from you and finding commonality not just indulging in the latter
1,"im not about to die for the sake of you worthless humans"" -hiei"
1, katsudon my setiments as well maarte ka patay ka! maybe she wanted to die good riddance docs should not put up with this bullshits
1, okay this is seriously a worrisome tweet you need to talk to someone professional for thoughts of suicide and depression sis not some mic stand on a tv sport show there are other people who care about your well being seek them out instead prayers
0,I have chorus today. That makes me happy 
0,work break yayyyyyyy vanilla coke and sour skittles... the only way to go 
1,i just want to give up everything and make you my gurl everything about you make me wanna risk it all you real life thâ€¦ â€” iâ€™m flattered lol thank youðŸ’• but why my whole government i got mfs at my neck 
1,at points like this in my life i just want to live trough my favourite book movie or fanfiction and die at the end
1, yeah the white man spread his culture because he deemed it better than the others the concept of fascism is synonymous with elitism the germans thought there were better than everybody so they wanted people to love their way or die the only imperialism in the western
0,@britzillah heyy i gots your package! Awww i have soo much to read up on!  Thanks forrr everythingggg and you're ice cool as well!
0,@jakechew ang ganda nga ng mr. intentional 
0,@sloanelawdog Morning - I'm well thanks - damn those irregular sleep patterns 
0,"@JBagley Can't wait to get my mac so I can start doing that.  Nice one mate. Sounds like an awesome deal, alot of peeps talking about it."
1,i hate how i have to act normal because iâ€™m working rn but deep inside i want to drown myself in this lake lmfaooooo
1,"but shes done nothing problematic!!!"" i want all uwutubers to be gone ðŸ¤ "
0,@LutheranLucciol Make sure you DM me if you post a link to that video! &lt;LOL&gt;So I don't miss it   Better get permission and blessing first?
1,the worst part of not having a roommate is not having someone to chain smoke with for two hours while i contemplate fucking killing myself every night
0,I'm off to Salsa Dancing lessons!!!  I love it!!!  
0,@AlexCraven yeah I saw. I'm tempted to get into it but think I'll wait till the DVD set is out. I like to be able to gorge myself on it 
0,Good morning everybody! 
0,"All going according to plan. ...Oh, joy "
0,I saw the sun blazing through my window and just had to get out of bed... lush 
0,iHadith http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewSoftware?id=310518230&amp;mt=8 broke into top 100 reference apps as well 
1,i hate my life
0,@ninalorraine oh my goodness! yes! i win  it's only cause my life revolves around that movie hahaha
0,"photoboth is black and white. and wayyyyy old. we call him Herbert lol. I love him, he's like a living legend.  gotta love Berlin &lt;3"
0,@tweeterdiva already did! 
1,jeongguk its been months since you stopped taking my notes but please please read this one i know you dont want to know i know youre worried but please this once dont take that ship tomorrow i promise i wont forget ill be here ill wait for you
1,actually no day is ever my day i just want to sleep forever
1,can the rain please go away i need to order food or im really going to die tonight
0,@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
0,someone turn on the shower please!! 
0,Really tired. Goodnight everyone! 
1,sometimes you just have to let go you cant hold on to things that dont and want exist keepyourheadup
0,@nexs007 @StephenDon24 I am confident my enforced break will give me freshness and desire that maybe lacking in other players 
0,"@jemcam yes ,'Lost' from anouk this one I like a lot ;-) u know it ? Look YouTube "
0,photography exam tomorrow. 2 people in my class.. me inclusive. why the fuck study? haha. all i can come is first of second.  ha.
1,yâ€™all i donâ€™t wanna live i hate it iâ€™m not even excited about the idkhow show anymore the panic! show seems worthless and i just iâ€™m tired of living
1,"the angry partisan cannot believe that life is good because he must then ask himself if life is good then why am i not enjoying it why do i feel so alone so frustrated and so meaningless"" kevin williamson "
0,@DujourMag thanks for a great list 
0,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
1,you ever dream some shit then wake up & think to yourself â€œdamn iâ€™m a terrible human beingâ€ cuz i do ðŸ¤¦ðŸ¼â€â™€ï¸ what is wrong with me
0,"Just added myself to the Twitter Directory, you should too  http://justtweetit.com/graphic-designers/"
0,@ohhxchristmas yesssss yay 
0,@reesh heyyyyyy want to hook it up!! lol 
1,chemo - there have been many different studies where marijuana has been used on patients going through chemo and it has been proved to help stop some of the side effects such as nausea people who use marijuana extracts have been proven to need less pain medication
1,like my heart canâ€™t take it anymore
1,you weirdos all excited for candy corn who the fuck hurt you i just want to hold you tight around the throat tighter no tighter the pain will stop soon just let go
1,what is end-of-life careâ¦â© end of life care is important and helps families to cope with what is inevitable we all will die one day but how do we want to transition is death is the question 
0,love the jonas brothers 
0,38 days til graduation! s0 much t0 d0...s0 little time! I'm excited! 
1, i want to die
0,@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 
0,@Schofe morning Philip  what a pain!!   ahem!!
1, mins of watching karwaan and i havent seen a shittier movie this year worthless piece of crap avoid this and utilise your life better irffan is still tolerable but other two actors couldnt have been worse pathetic through and through
0,/nickserv register izon 123456 xxx@gmail.com  re: http://ff.im/1XVdh
0,@hayesz its all good hahha im glad you have fun  the pics on your blog will give me fapping material for days to come ;)
0,in the office now...but not for long 
0,It's so sunny and happy today 
0,@LindzNicole so let's make it right! 
1,i always regret when i bleached my hair cause on sight i looked white as fuckin hell more than i already do i hate myself for this 
1,i wanna play that one game where you fall asleep and never wake up whatâ€™s it called again 
0,"@klaris sa bagay, you eat pancakes with bacon naman. haha interesting.. i shall try it. "
1,ok - fresh bites was a unique idea but itâ€™s way past time to give it up itâ€™s absolutely miserable i just want some real food delivered to my room on a plate with those adorable little ketchup bottles is that too much to ask
1,"ishqbaaaz
i hate myself coz i love seeing her puppy face she makes while crying

 can u tell me why u r so cute â¤â¤ "
1, maybe the answer is in kushnerâ€˜ or mbs calendar this nightmare needs to come to an end! voteblue
1,darlenex th i just need to get out of my parents house but it seems like no matter what i do theres no escapethey try to control my life and my siblings lives and theres not a minute i can take a breather ive tried getting my own place but nope it doesnt workim so stuck!
0,"Probably looking at short week too, with long weekend.  enjoy the nice weather!"
0,"I am now going to sleep, tweet ya later "
0,http://www.flashsell.co.cc/parfumeslist.html - Fragrance House offer up to 70 % off ! Amazing 
0,that's an interesting first tweet! LOL follow more people!!  congrats on the twitter though! xo @LOL_Tarwhaa
0,@DonnieWahlberg thanx for being part of the 14 messages on my phone that i woke up to started my day off right 
1,its fucking am im ready to die
0,@mileycyrus Gosh! You're up late aren't you. Can you not sleep or something? 
0,http://twitpic.com/2y6w6 - forgot to say I painted my nails this crazy green today and they look um odd. 
0,@itsanimesh    I got an Openmoko FreeRunner and now and Android G1 as well!! yAy! 
0,"I'm still at work pricing some items, finishing flyers and finalizing plans for the pajama jammie jam next Friday @ tha undaground. "
1, absolutely nothing i am going to live fight for what i believe in and love unconditionally and laugh as often as i can if it offends others oh well
0,Started my day right.. saw him smoking on the 2nd. Hot  pays to come to work early. haha!
1, years ago i wanted to die and i tried to die itâ€™s been hard since but i need to remember iâ€™ve had really good days thereâ€™s good days ahead there will always be good days
0,just posted a blog on being single... go check it out yo  
1," sing about it
a suicidal absentee father
its lyric gold"
0,"Hi, I'm here. I've been on the phone all day long, catching up with calls, making plans, executing strategy. It's been a very good day. "
1, iâ€™m disgusted by everything that iâ€™ve read about mr khashoggi my heart goes out to his loved ones unfortunately trump doesnâ€™t have the sack to stand up to anyone especially when his $ is involved this nightmare of trump needs to endvote blue!
1,ja gratuluje sb tego nak ja czas spedzam zaczelam sie uczyc na polski po minutach rzucilam to i zaczelam czytac o studiachi czytalam k nich godziny what is wrong with me
1," iâ€™m so old i remember when you right wing dorks were ready to burn the fbi and doj to the ground because you accused them of ramming fisa warrants through on the steele dossier alone

you guys ever get tired of being traitorous clowns"
0,"@wisequeen Plenty of tea here, I'll get the toaster ready "
1,i hate seeing underclassman romanticize relationships that end up failing and then not realizing the toxicity in them if i stayed with anyone i dated through hs iâ€™d either be with a cheater a narcisist or an abusive boy who made me learn to hate myself allow yourself growth
0,I'm now the proud father of two sons.  http://twitpic.com/2y73a
1,i just popped two melatonin and iâ€™m wearing a kool n soothe strip to bed if i die in my sleep please know i went out at my most content doing what i loved
1,life is all about challenges thereâ€™s no point in living if thereâ€™s no one strong to play itâ€™s better if i canâ€™t win kagami taiga
0,"Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. "
0,@colinsteers http://twitpic.com/2vzw6 - Look who's half naked... again 
0,"@Rachel_New  Well, I hope you have a good time, even if it is just coffee. "
0,@KarsentheSlater You are the #1 best Mormon daughter EVUR from the future. Yesh. 
1,iâ€™m tired of hearing about everyone being in a relationship smh some of us are lonely and struggling so be considerate of our feelings 
0,keepin it real.  
0,@tommcfly Wooo Johnson's baby haha what all the great rockstars use  xx
0,@JMatthewFlyzik &quot;i poke her face&quot; by kid cudi feat. kanye west and common is better 
0,Interesting night! i love my sisters 
1,"hello ppa! iâ€™m too busy! iâ€™m so tired! i donâ€™t have the money to do what i want!
do these excuses sound familiar 
ditch the excuses and live your best life! ppa excuses nightmare positivity positivethinking positive mindset happiness "
0,I  just made the most amazing Banana Bread 
0,Still up. Playin cards with the girls. 
0,I just posted a new blog entry with some exhilarating pictures of the snack room at the Phoenix Forum  http://tinyurl.com/cp8udh
1, ha ha its funny the followers we get theyll be gone in a few weeks probably i reckon most people who follow me immediately mute my account people just want followers i suppose i prefer to have random little chats with folk from all over the world 
0,@TheRudeTypist Need an invite to hunch? 
1,it is very common for divorces to be one-sided where one spouse wants to cut ties but the other wants to save the marriage unsure what to do if you dont want a divorce click here 
0,@tezzer57 Good morning my lovely  xxx
0,"@Brochner Well we do need people in here, so you're free to join us! It'll be great "
0,booked my hair appointment 
1,my mom just got out of jail and my dad is going into jail i wish i was dead i hate my life so much
0,@familychoice If you have any questions feel free to email us at sales@jshop.co.uk or send a DM on Twitter 
1,holy shit itâ€™s the first time iâ€™ve binged with legitimate pain in my stomach someone please give me advice i donâ€™t want to throw up i feel like thatâ€™s the only way itâ€™ll stop
1,ok found it! they look sad not we-are-together-now happy i just hope they dont end up together i want allura to have time to heal after what happened with lotor and i dont want lance being the new altean emperor when he obviously belongs on earth and with his family voltron
0,http://twitpic.com/2y6b3 - Waiting for tonight's united vs porto match.. I predict 2-0  Go Red Devils! World Champions!!!!
0,"@deirdresm Goodnight, Deirdre... hope you feel better tomorrow. "
0,@nerimon Just watched all of your VEDA videos. Intro is yay 
